startup_name,industry,city,state,funding_amount_usd,funding_round,investors,date
AudioTech,Gaming,Kochi,Kerala,10000000.0,Series D,Y Combinator,2015-05-22
NanoTech India,Gaming,Bhopal,Madhya Pradesh,11590118621681.44,Growth Stage,"Tencent, Blume Ventures",2020-07-25
QuickGrocery,Renewable Energy,Delhi,Delhi,10000000.0,Growth Stage,Chiratae Ventures,2021-04-09
FitTrack,Fashion & Lifestyle,Chandigarh,Chandigarh,10000000.0,Pre-Series A,"Chiratae Ventures, Tiger Global",2020-08-26
WasteManagement Co,Media & Entertainment,Bhopal,Madhya Pradesh,195921442085.487,Seed,"Sequoia Capital, AngelList India",2016-07-26
DoctorConnect,Enterprise Software,Chandigarh,Chandigarh,7466326106651.716,Pre-Series A,"DST Global, Google Ventures, Tencent",2023-10-29
PasswordManager,Logistics,Visakhapatnam,Andhra Pradesh,30293922001409.168,Growth Stage,"Techstars, Amazon, Tencent",2016-12-16
CyberSecurity India,SaaS,Bangalore,Karnataka,10000000.0,Private Equity,Tiger Global,2018-04-19
DoctorConnect,Renewable Energy,Gurgaon,Haryana,5141889815871.858,Series C,Lightspeed Venture Partners,2019-02-17
DigitalArt Platform,Gaming,Indore,Madhya Pradesh,10000000.0,Pre-Series A,Lightspeed Venture Partners,2016-09-25
AgriTech Innovations,Healthtech,Delhi,Delhi,13312469118749.777,Series D,"Google Ventures, Tencent",2017-04-09
SpaceTech Ventures,Hardware,Pune,Maharashtra,10000000.0,Series D,,2024-04-20
GreenBuild,Cloud Services,Bangalore,Karnataka,399550443462.3249,Series D,DST Global,2016-06-07
MarketingAI,Cloud Services,Kochi,Kerala,10000000.0,Debt Financing,Steadview Capital,2024-07-22
SemiconductorHub,Mobile Apps,Chandigarh,Chandigarh,537757914019.66046,Bridge Round,"Lightspeed Venture Partners, SoftBank Vision Fund",2018-06-22
SpaceTech Ventures,Agritech,Noida,Uttar Pradesh,10000000.0,Debt Financing,"Falcon Edge, Alpha Wave Incubation, Steadview Capital",2022-05-23
SalesForce India,,Bangalore,Karnataka,123103845625511.31,Pre-Series A,"SoftBank Vision Fund, Y Combinator",2018-09-17
AntiPhishing Co,Cybersecurity,Nagpur,Maharashtra,31677896966.87987,Angel,"Steadview Capital, Elevation Capital",2017-11-11
SmartWatch India,Travel & Hospitality,Visakhapatnam,Andhra Pradesh,10000000.0,Series A,"Blume Ventures, Falcon Edge, Sequoia Capital",2020-11-23
FinanceApp,Fintech,Ahmedabad,Gujarat,10000000.0,Debt Financing,500 Startups,2021-04-12
OrganicFarms,Analytics,Visakhapatnam,Andhra Pradesh,10000000.0,Pre-Series A,"Naspers, General Catalyst, AngelList India",2015-03-11
AI Analytics,Enterprise Software,Delhi,Delhi,38111792731213.59,Growth Stage,"AngelList India, Amazon, Lightspeed Venture Partners",2021-03-31
RideShare India,Travel & Hospitality,Bangalore,Karnataka,11070417750963.182,Bridge Round,Elevation Capital,2022-12-02
ML Platform,Logistics,Lucknow,Uttar Pradesh,10000000.0,Series C,"SAIF Partners, Alpha Wave Incubation, Chiratae Ventures",2024-06-26
EncryptionTech,Edtech,Nagpur,Maharashtra,10000000.0,Series C,"Nexus Venture Partners, 500 Startups",2023-07-29
EnergyEfficient,Automotive,Lucknow,Uttar Pradesh,17725971784578.133,Growth Stage,"Sequoia Capital, Falcon Edge, Amazon",2022-06-16
PasswordManager,Gaming,Indore,Madhya Pradesh,10000000.0,Series D,"Insight Partners, Blume Ventures",2016-08-26
MusicStream,Edtech,Gurgaon,Haryana,10000000.0,Growth Stage,"Amazon, Matrix Partners, Accel Partners",2024-06-22
FitTrack,Blockchain,Coimbatore,Tamil Nadu,10000000.0,Pre-Series A,"Y Combinator, Blume Ventures, SoftBank Vision Fund",2017-02-28
MusicStream,Enterprise Software,Nagpur,Maharashtra,10000000.0,Series E,Google Ventures,2020-06-22
EnergyEfficient,Hardware,Bhopal,Madhya Pradesh,10000000.0,Angel,Chiratae Ventures,2022-04-29
ShopEasy,Consumer Services,Hyderabad,Telangana,1773262150336.5828,Series D,"Naspers, Matrix Partners, Tiger Global",2024-04-01
MusicStream,AI/ML,Gurgaon,Haryana,10000000.0,Debt Financing,Lightspeed Venture Partners,2021-02-04
EventPlanner,Mobile Apps,Kolkata,West Bengal,10000000.0,Pre-Series A,"Accel Partners, Lightspeed Venture Partners",2016-11-11
WasteManagement Co,Biotechnology,Kochi,Kerala,2481186030095.028,Bridge Round,"Sequoia Capital, General Catalyst, Naspers",2022-05-16
RoboticsTech,Automotive,Chandigarh,Chandigarh,10000000.0,Growth Stage,"General Catalyst, 500 Startups",2016-03-24
RiskAnalysis Platform,Gaming,Delhi,Delhi,10000000.0,Seed,General Catalyst,2015-05-10
VirtualAssistant India,Consumer Services,Chennai,Tamil Nadu,4086707266052.154,Series B,,2018-05-03
PasswordManager,Logistics,Pune,Maharashtra,10000000.0,Angel,"Alibaba, Steadview Capital, Accel Partners",2018-04-24
WeddingBells,CleanTech,Hyderabad,Telangana,8657594570300.003,Series E,"Blume Ventures, Nexus Venture Partners",2018-08-15
RecycleIt,AI/ML,Bangalore,Karnataka,10000000.0,Series B,"Steadview Capital, Insight Partners, Elevation Capital",2023-04-26
PharmEasy Online,Foodtech,Ahmedabad,Gujarat,10000000.0,Angel,"SAIF Partners, Blume Ventures",2024-09-09
ContentCreators Hub,Enterprise Software,Noida,Uttar Pradesh,10000000.0,Angel,"Chiratae Ventures, Accel Partners",2015-11-08
RoboticsTech,Analytics,Bhopal,Madhya Pradesh,10000000.0,Series E,"Y Combinator, Alibaba, Tiger Global",2022-10-27
PharmEasy Online,AI/ML,Chandigarh,Chandigarh,10000000.0,Private Equity,"DST Global, SAIF Partners, Y Combinator",2017-10-20
RecycleIt,AI/ML,Gurgaon,Haryana,10560241055860.54,Bridge Round,Tencent,2016-04-03
FraudDetection AI,IoT,Visakhapatnam,Andhra Pradesh,10000000.0,Growth Stage,"Matrix Partners, Lightspeed Venture Partners",2020-10-13
SalesForce India,Gaming,Kolkata,West Bengal,6751038702511.848,Debt Financing,"Elevation Capital, SAIF Partners",2019-05-15
ContentCreators Hub,Automotive,Nagpur,Maharashtra,375273835228.4307,Series B,"Tencent, Techstars, Accel Partners",2018-07-10
CRM Platform,Media & Entertainment,Ahmedabad,Gujarat,10000000.0,Bridge Round,"Matrix Partners, Tencent, Naspers",2016-02-07
TranslationAI,Fashion & Lifestyle,Bhopal,Madhya Pradesh,10000000.0,Pre-Series A,"DST Global, Techstars, Kalaari Capital",2015-12-02
SpaceTech Ventures,Fintech,Ahmedabad,Gujarat,10000000.0,Series E,"Google Ventures, AngelList India, Techstars",2024-04-29
AudioTech,Gaming,Bhopal,Madhya Pradesh,10000000.0,Series C,"SAIF Partners, Alpha Wave Incubation",2022-11-30
PayTech Solutions,Analytics,Visakhapatnam,Andhra Pradesh,10000000.0,Growth Stage,Tiger Global,2022-02-02
TranslationAI,Blockchain,Pune,Maharashtra,10000000.0,Bridge Round,"Blume Ventures, Accel Partners",2016-11-12
SocialConnect,Cloud Services,Ahmedabad,Gujarat,10000000.0,Series A,"SoftBank Vision Fund, Y Combinator, Kalaari Capital",2020-12-17
DataScience Academy,Hardware,Visakhapatnam,Andhra Pradesh,10000000.0,Seed,"Blume Ventures, Y Combinator, Elevation Capital",2017-12-27
EnergyEfficient,Agritech,Chandigarh,Chandigarh,10000000.0,Private Equity,"Naspers, AngelList India, Blume Ventures",2018-12-26
Metaverse India,Real Estate,Gurgaon,Haryana,1173611452924.216,Series A,"SoftBank Vision Fund, Falcon Edge, Blume Ventures",2021-12-14
IdentityVerification,Renewable Energy,Hyderabad,Telangana,10000000.0,Series D,"Amazon, Tencent, Alibaba",2022-09-12
TrainingHub,Social Media,Nagpur,Maharashtra,10000000.0,Growth Stage,"Insight Partners, Steadview Capital, 500 Startups",2021-02-15
AntiPhishing Co,Cloud Services,Pune,Maharashtra,10000000.0,Pre-Series A,"Nexus Venture Partners, Y Combinator, Techstars",2024-02-02
PasswordManager,Agritech,Gurgaon,Haryana,10000000.0,Series C,"Blume Ventures, Elevation Capital, Nexus Venture Partners",2022-09-14
WasteManagement Co,SaaS,Hyderabad,Telangana,10000000.0,Series B,Naspers,2018-12-25
AgriTech Innovations,Agritech,Kolkata,West Bengal,10000000.0,Series A,Kalaari Capital,2023-10-07
FitTrack,E-commerce,Visakhapatnam,Andhra Pradesh,10000000.0,Angel,"Falcon Edge, Chiratae Ventures",2018-09-18
WaterPurify,CleanTech,Gurgaon,Haryana,10000000.0,Series A,"Steadview Capital, Amazon",2018-07-02
NLP Solutions,Real Estate,Chennai,Tamil Nadu,51039840490123.67,Series B,"Falcon Edge, Amazon, Lightspeed Venture Partners",2023-08-14
DroneDelivery,Foodtech,Noida,Uttar Pradesh,10000000.0,Seed,"AngelList India, Tiger Global",2023-06-03
DataScience Academy,CleanTech,Chennai,Tamil Nadu,10000000.0,Bridge Round,Kalaari Capital,2017-10-05
NanoTech India,CleanTech,Delhi,Delhi,10000000.0,Series C,"Sequoia Capital, Falcon Edge",2017-07-22
AutoParts Direct,Gaming,Lucknow,Uttar Pradesh,10000000.0,Series E,"Tencent, Alpha Wave Incubation",2019-03-16
NFT Marketplace,Analytics,Ahmedabad,Gujarat,3373741616513.951,Private Equity,"Lightspeed Venture Partners, Kalaari Capital",2022-09-25
Metaverse India,Renewable Energy,Kochi,Kerala,674437138365.2803,Seed,Insight Partners,2015-03-10
SportsFit,CleanTech,Bhopal,Madhya Pradesh,10000000.0,Seed,"Y Combinator, Tencent, Sequoia Capital",2023-01-24
CloudStorage Pro,HR Tech,Delhi,Delhi,10000000.0,Series E,Amazon,2021-12-08
GameZone,Biotechnology,Kochi,Kerala,16383600533083.535,Series E,"Nexus Venture Partners, Blume Ventures, Techstars",2017-02-22
NanoTech India,Edtech,Coimbatore,Tamil Nadu,10000000.0,Series D,Matrix Partners,2015-11-04
FitTrack,Blockchain,Lucknow,Uttar Pradesh,10000000.0,Series B,"Google Ventures, Accel Partners, Insight Partners",2024-04-27
Antivirus Plus,CleanTech,Mumbai,Maharashtra,10000000.0,Series C,"DST Global, Alibaba",2016-02-19
SemiconductorHub,Fashion & Lifestyle,Ahmedabad,Gujarat,10000000.0,Private Equity,DST Global,2016-12-20
Insurance Plus,Social Media,Surat,Gujarat,10000000.0,Private Equity,"Amazon, Steadview Capital, Nexus Venture Partners",2021-09-03
ComputerVision Co,Analytics,Kochi,Kerala,10000000.0,Series B,SoftBank Vision Fund,2023-02-02
EduLearn,SaaS,Indore,Madhya Pradesh,10000000.0,Series D,Matrix Partners,2024-08-03
WasteManagement Co,Agritech,Indore,Madhya Pradesh,23386641630315.6,Series B,"Blume Ventures, Accel Partners",2021-03-06
ML Platform,Agritech,Ahmedabad,Gujarat,4909611742458.34,Growth Stage,SAIF Partners,2015-11-25
EventPlanner,Fintech,Delhi,Delhi,10000000.0,Private Equity,Amazon,2019-10-04
LoanSimple,IoT,Chandigarh,Chandigarh,10000000.0,Growth Stage,DST Global,2017-05-30
SocialConnect,Hardware,Coimbatore,Tamil Nadu,10000000.0,Bridge Round,"Alpha Wave Incubation, General Catalyst, SAIF Partners",2018-04-15
CleanEnergy Co,Media & Entertainment,Bhopal,Madhya Pradesh,192453771802.24768,Series B,"Falcon Edge, Matrix Partners",2016-03-11
TrafficManagement,IoT,Lucknow,Uttar Pradesh,10000000.0,Series A,Alpha Wave Incubation,2019-12-25
HomeServices,Blockchain,Chennai,Tamil Nadu,58489793501087.266,Angel,Tencent,2016-06-16
ComplianceTech,Travel & Hospitality,Ahmedabad,Gujarat,10000000.0,Series B,"Alpha Wave Incubation, SAIF Partners, Y Combinator",2016-08-19
Insurance Plus,Mobile Apps,Ahmedabad,Gujarat,10000000.0,Growth Stage,"Alpha Wave Incubation, Blume Ventures",2015-05-18
RecruitmentAI,Media & Entertainment,Lucknow,Uttar Pradesh,301085980181.2106,Series B,"Sequoia Capital, Amazon",2023-01-06
WeddingBells,Analytics,Gurgaon,Haryana,559309342857.9865,Series B,Blume Ventures,2020-07-05
DoctorConnect,Foodtech,Jaipur,Rajasthan,10000000.0,Series A,Accel Partners,2022-07-22
RiskAnalysis Platform,Agritech,Surat,Gujarat,10000000.0,Seed,Kalaari Capital,2017-04-04
FurnitureWorld,Marketing Tech,Visakhapatnam,Andhra Pradesh,10000000.0,Pre-Series A,"SAIF Partners, Amazon",2023-01-04
CloudStorage Pro,Renewable Energy,Indore,Madhya Pradesh,10000000.0,Series A,Elevation Capital,2016-01-16
RiskAnalysis Platform,Analytics,Hyderabad,Telangana,10000000.0,Series A,"Tiger Global, Y Combinator",2024-01-15
MarketingAI,Enterprise Software,Hyderabad,Telangana,10000000.0,Seed,"Tencent, Google Ventures",2022-04-12
Firewall Tech,Marketing Tech,Delhi,Delhi,10000000.0,Debt Financing,"500 Startups, Naspers, SoftBank Vision Fund",2017-02-15
Insurance Plus,CleanTech,Delhi,Delhi,866540525109.9541,Series E,"Alibaba, Sequoia Capital, SoftBank Vision Fund",2019-07-11
BookMyService,Fashion & Lifestyle,Jaipur,Rajasthan,10000000.0,Bridge Round,Steadview Capital,2020-03-02
BookMyService,HR Tech,Jaipur,Rajasthan,10000000.0,Bridge Round,"Elevation Capital, Techstars, Naspers",2016-04-16
SpaceTech Ventures,Fashion & Lifestyle,Lucknow,Uttar Pradesh,10000000.0,Private Equity,Insight Partners,2017-10-27
SpeechTech,Enterprise Software,Surat,Gujarat,10000000.0,Pre-Series A,Steadview Capital,2022-05-27
CodingBootcamp,Hardware,Pune,Maharashtra,10745446312550.254,Series A,"AngelList India, Naspers, Tiger Global",2024-04-28
FashionForward,Agritech,Gurgaon,Haryana,10000000.0,Private Equity,SoftBank Vision Fund,2017-06-18
RecruitmentAI,Gaming,Hyderabad,Telangana,10000000.0,Series C,Naspers,2019-05-28
ParkingFinder,Automotive,Surat,Gujarat,895873575058.3403,Series C,"Alpha Wave Incubation, Matrix Partners",2021-12-08
PropertyFinder,Marketing Tech,Indore,Madhya Pradesh,23467393813565.324,Series A,Nexus Venture Partners,2022-07-04
SpeechTech,Social Media,Pune,Maharashtra,10000000.0,Angel,Elevation Capital,2023-03-09
DoctorConnect,Marketing Tech,Noida,Uttar Pradesh,10000000.0,Series D,"Alibaba, Alpha Wave Incubation, Techstars",2020-12-29
ARGlasses,Hardware,Noida,Uttar Pradesh,12530292050213.64,Series B,Techstars,2021-06-20
TrafficManagement,SaaS,Gurgaon,Haryana,10000000.0,Bridge Round,"SoftBank Vision Fund, 500 Startups",2018-02-15
CRM Platform,Real Estate,Nagpur,Maharashtra,10000000.0,Seed,Amazon,2018-09-27
JobPortal Pro,Renewable Energy,Hyderabad,Telangana,10000000.0,Seed,Google Ventures,2024-11-15
ChatbotBuilder,Mobile Apps,Kochi,Kerala,10000000.0,Series D,"Alibaba, Chiratae Ventures",2017-05-24
PetCare,Cybersecurity,Pune,Maharashtra,1877473899823.7117,Series C,"DST Global, Alibaba",2017-02-15
AntiPhishing Co,E-commerce,Bangalore,Karnataka,10000000.0,Growth Stage,"Techstars, Tencent",2019-03-08
GameZone,Fashion & Lifestyle,Bangalore,Karnataka,10000000.0,Pre-Series A,"Y Combinator, Lightspeed Venture Partners, Alibaba",2022-02-11
WasteManagement Co,Social Media,Jaipur,Rajasthan,10000000.0,Pre-Series A,"SAIF Partners, Techstars",2024-10-11
NLP Solutions,Healthtech,Mumbai,Maharashtra,10000000.0,Debt Financing,"Naspers, Alpha Wave Incubation",2018-10-15
WeddingBells,HR Tech,Bhopal,Madhya Pradesh,2435566428244.0903,Series D,"Alibaba, Nexus Venture Partners, SoftBank Vision Fund",2020-10-09
PayTech Solutions,Cloud Services,Chandigarh,Chandigarh,10000000.0,Series D,"Alibaba, Accel Partners, Google Ventures",2018-05-05
MediaHub,Travel & Hospitality,Chennai,Tamil Nadu,10000000.0,Series E,"Matrix Partners, General Catalyst",2022-02-14
MusicStream,HR Tech,Noida,Uttar Pradesh,10000000.0,Pre-Series A,Tencent,2022-10-19
CryptoTrade India,Fashion & Lifestyle,Bangalore,Karnataka,10000000.0,Series C,Amazon,2019-08-28
ShopEasy,Fintech,Ahmedabad,Gujarat,7905924199034.9375,Angel,SAIF Partners,2024-08-15
RiskAnalysis Platform,E-commerce,Jaipur,Rajasthan,10000000.0,Growth Stage,"DST Global, Insight Partners",2015-02-13
SkillDevelopment,AI/ML,Indore,Madhya Pradesh,10000000.0,Pre-Series A,Blume Ventures,2016-08-15
HR Tech Solutions,Blockchain,Delhi,Delhi,11390129415602.322,Debt Financing,"SoftBank Vision Fund, DST Global",2018-04-12
DataScience Academy,Cloud Services,Coimbatore,Tamil Nadu,5327801319141.151,Debt Financing,Insight Partners,2020-06-06
GreenBuild,Cybersecurity,Delhi,Delhi,10000000.0,Series C,"Accel Partners, Insight Partners, Amazon",2019-01-30
SecureComm,Foodtech,Chandigarh,Chandigarh,10000000.0,Pre-Series A,Tencent,2020-05-09
QuickGrocery,Automotive,Hyderabad,Telangana,10000000.0,Angel,"500 Startups, Falcon Edge",2024-12-31
Metaverse India,AI/ML,Lucknow,Uttar Pradesh,10000000.0,Debt Financing,Accel Partners,2018-06-07
Firewall Tech,Cloud Services,Surat,Gujarat,701597682060.0876,Private Equity,Nexus Venture Partners,2015-02-17
BookMyService,Logistics,Bhopal,Madhya Pradesh,10000000.0,Private Equity,Google Ventures,2016-01-03
CleanEnergy Co,Mobile Apps,Coimbatore,Tamil Nadu,10000000.0,Series A,"SoftBank Vision Fund, Falcon Edge, DST Global",2019-03-27
LoanSimple,Fintech,Chennai,Tamil Nadu,1490219780269.4802,Angel,"Lightspeed Venture Partners, Alpha Wave Incubation",2016-08-14
WindEnergy Tech,IoT,Lucknow,Uttar Pradesh,10000000.0,Series C,"Falcon Edge, Alibaba, Kalaari Capital",2015-07-09
SportsFit,Foodtech,,West Bengal,10000000.0,Series B,"Blume Ventures, Falcon Edge, Matrix Partners",2019-10-13
Antivirus Plus,Fintech,Chennai,Tamil Nadu,10000000.0,Growth Stage,Naspers,2016-02-21
DoctorConnect,Gaming,Coimbatore,Tamil Nadu,10000000.0,Private Equity,"500 Startups, Lightspeed Venture Partners",2019-08-20
RoboticsTech,HR Tech,Kochi,Kerala,10000000.0,Series D,"Sequoia Capital, General Catalyst, Y Combinator",2015-06-12
EduLearn,Gaming,Chennai,Tamil Nadu,1080009853850.6989,Series D,SoftBank Vision Fund,2015-01-16
SpaceTech Ventures,CleanTech,Pune,Maharashtra,10000000.0,Series A,Alibaba,2023-02-16
LegalTech,Biotechnology,Kolkata,West Bengal,54472372909953.586,Seed,"Blume Ventures, Kalaari Capital, Nexus Venture Partners",2018-10-31
Firewall Tech,IoT,Bangalore,Karnataka,3836222499305.5054,Series C,"Elevation Capital, Chiratae Ventures, Y Combinator",2024-04-30
CloudServe,Real Estate,Nagpur,Maharashtra,99381125036.70038,Bridge Round,"AngelList India, Elevation Capital, DST Global",2022-04-05
CameraLens Co,IoT,Chennai,Tamil Nadu,2946634743120.2446,Bridge Round,"500 Startups, Google Ventures, SoftBank Vision Fund",2016-01-04
CyberSecurity India,E-commerce,Surat,Gujarat,5258822531781.851,Series A,500 Startups,2022-09-01
SpaceTech Ventures,Foodtech,Coimbatore,Tamil Nadu,10000000.0,Series A,Alibaba,2015-06-07
VR Gaming,CleanTech,Kochi,Kerala,10000000.0,Series D,"Naspers, Accel Partners",2020-05-25
WindEnergy Tech,E-commerce,Coimbatore,Tamil Nadu,10000000.0,Series B,Lightspeed Venture Partners,2020-09-30
QuickGrocery,Cloud Services,Bangalore,Karnataka,10000000.0,Private Equity,"Matrix Partners, SoftBank Vision Fund",2016-06-10
VerticalGardens,CleanTech,Chandigarh,Chandigarh,10000000.0,Angel,"500 Startups, Blume Ventures, General Catalyst",2015-11-25
DataScience Academy,Enterprise Software,Noida,Uttar Pradesh,10000000.0,Seed,SoftBank Vision Fund,2021-07-28
EnergyEfficient,Automotive,Delhi,Delhi,10000000.0,Series E,Matrix Partners,2016-05-06
JobPortal Pro,Social Media,Lucknow,Uttar Pradesh,17653575189135.074,Series A,"Tiger Global, Lightspeed Venture Partners, Alpha Wave Incubation",2021-08-14
BookMyService,IoT,Noida,Uttar Pradesh,3245931646460.017,Series D,"Chiratae Ventures, Tiger Global",2024-03-23
SportsFit,Analytics,Surat,Gujarat,10000000.0,Debt Financing,Accel Partners,2024-04-17
ShopEasy,E-commerce,Surat,Gujarat,10000000.0,Pre-Series A,"Falcon Edge, Steadview Capital",2016-10-05
VerticalGardens,Media & Entertainment,Nagpur,Maharashtra,5490409546161.838,Seed,"General Catalyst, Y Combinator, Elevation Capital",2016-05-20
SalesForce India,Automotive,Nagpur,Maharashtra,2429525356222.8013,Series D,Sequoia Capital,2019-08-05
HealthCare Plus,Fintech,Nagpur,Maharashtra,23008325433671.617,Series E,"Sequoia Capital, Google Ventures, General Catalyst",2023-06-22
SocialConnect,Cybersecurity,Indore,Madhya Pradesh,10000000.0,Growth Stage,,2020-06-02
SecureComm,Real Estate,Noida,Uttar Pradesh,682458848343.0231,Pre-Series A,"Alibaba, Elevation Capital",2023-05-27
FashionForward,Marketing Tech,Coimbatore,Tamil Nadu,1044861758270.613,Private Equity,"AngelList India, Google Ventures",2019-11-07
SkillDevelopment,Media & Entertainment,Kochi,Kerala,10000000.0,Angel,Nexus Venture Partners,2023-09-30
JobPortal Pro,Renewable Energy,Noida,Uttar Pradesh,10000000.0,Debt Financing,Naspers,2021-09-01
InvestSmart,Logistics,Hyderabad,Telangana,10000000.0,Growth Stage,"SoftBank Vision Fund, Sequoia Capital, Tencent",2015-12-15
WasteManagement Co,Enterprise Software,Gurgaon,Haryana,28631525460408.016,Series A,"SAIF Partners, Tiger Global",2018-07-23
PrivacyGuard,Marketing Tech,Jaipur,Rajasthan,10000000.0,Series C,"AngelList India, DST Global, Techstars",2022-01-05
Insurance Plus,Real Estate,Hyderabad,Telangana,10000000.0,Series E,Amazon,2022-08-21
BatteryTech,Enterprise Software,Mumbai,Maharashtra,10030003864193.773,Angel,"Steadview Capital, Insight Partners, SoftBank Vision Fund",2023-02-12
FoodDelivery Express,Gaming,Surat,Gujarat,10000000.0,Series B,"AngelList India, SoftBank Vision Fund, Google Ventures",2020-08-06
